id_text,text_name,version,l_no,text
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,0,an lugal diŋir-re-e-ne-ke₄ nir-ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,1,lugal ud me-lem₄-bi nir-ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,2,{d}nin-urta saŋ-kal usu mah tuku kur a-ga-na lah₄
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,3,a-ma-ru mir-DU nu-kuš₂-u₃ ki-bal ŋa₂-ŋa₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,4,ur-saŋ me₃-še₃ ti-na gub-bu
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,5,en šu silig-ga {ŋeš}mi-tum-še₃ ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,6,gu₂ nu-še-ga še-gin₇ gur₁₀ su-ub-bu
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,7,{d}nin-urta lugal dumu a-a-ni kalag-ga-ni-še₃ hul₂-la
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,8,ur-saŋ ni₂ ulu₃-gin₇ kur-ra dul-lu
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,9,{d}nin-urta aga zid {d}ŠE.TIR-an-na igi nim ŋir₂ du₇-du₇
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,10,sun₄ nun-e a za-gin₃ ru-a ušum ni₂-ba gur-gur
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,11,zag piriŋ-e muš-e-eš eme ed₂-de₃ gu₃-an-ne₂-si ka si-il-le
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,12,{d}nin-urta lugal {d}en-lil₂-le ni₂-te-na dirig-ga
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,13,ur-saŋ {sa}šu₂-uš-gal lu₂-erim₂-ra šu₂-a
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,14,{d}nin-urta ni₂ ŋissu-zu kalam-ma la₂-a
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,15,sumur ki-bal-še₃ tum₃ unken-bi dul-dul
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,16,{d}nin-urta lugal dumu a-a-ni-ir su₃-ud-bi-še₃ giri₁₇ šu ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,17,{ŋeš}gu-za barag mah-e si-a-ni ni₂ gal gur₃-ru-ni
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,18,ezen ŋar-ra-ni hul₂-la-na daŋal-bi tuš-a-ni
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,19,an {d}en-lil₂-da zag ša₄-a-ni kurun dug₃-ge-da-ni
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,20,{d}ba-u₂ a-ra-zu lugal-la-ka u₃-gul ŋa₂-ŋa₂-da-ni
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,21,{d}nin-urta dumu {d}en-lil₂-la₂-ke₄ nam tar-re-da-ni
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,22,ud-bi-a en-na {ŋeš}tukul-a-ni kur-ra igi mi-ni-ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,23,šar₂-ur₃-e an-ta lugal-bi-ir gu₃ mu-na-de₂-e
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,24,en ŋišgal an-na gu₂-en barag-ge si
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,25,{d}nin-urta dug₄-ga-zu nu-kur₂-ru nam tar-ra-zu šu zid-de₃-eš ŋar
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,26,lugal-ŋu₁₀ an-e ki sig₇-ga ŋiš₃ im-ma-dug₄
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,27,{d}nin-urta ur-saŋ ni₂ nu-zu a₂-sag₃ mu-un-ši-ib-tu-ud
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,28,dumu um-me ga nu-tuš-a ne₃ ga gu₇-a
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,29,lugal-ŋu₁₀ buluŋ₃ a-a nu-zu gab₂-gaz kur-ra-ka
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,30,šul IR-ta e₃-a igi teš₂ nu-ŋal₂-la
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,31,{d}nin-urta nitah ni₂ il₂-il₂-i alan-da hul₂-la
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,32,ur-saŋ-ŋu₁₀ gud-dam zag-ŋu₁₀ ga-bi₂-ib₂-us₂-e
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,33,lugal-ŋu₁₀ lu₂ iri-ni-še₃ gur-ra ama-ni-še₃ ak-a
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,34,kur-ra šag₄ i-ni-bal numun-bi ba-tal₂-tal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,35,teš₂-ba mu bi₂-ib₂-sa₄ u₂ lugal-bi-še₃
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,36,murub₄-ba am gal-gin₇ a₂ ba-ni-ib-il₂-il₂-i
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,37,{na₄}šu-u {na₄}saŋ-kal {na₄}esi {na₄}u₂-si-um {na₄}ka-gen₆-na
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,38,ur-saŋ {na₄}nu₁₁ gar₃-ra-du-um-bi iri{ki} im-ma-ab-lah₄
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,39,kur-ra zu₂ kušu₂-a mu-ne-mu₂ ŋiš mi-ni-ib-ur₃-ur₃
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,40,a₂-ba iri{ki}-ba diŋir-be₂-ne ki-bi-še₃ ba-an-gam-e-eš
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,41,lugal-ŋu₁₀ ur₅-re barag ba-ri a₂ tu-lu nu-gi₄-e
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,42,{d}nin-urta en za-gin₇ kalam-ma di-bi ši-in-ga-kud-de₃
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,43,a₂-sag₃-a me-lem₄-ba a-ba šu mi-ni-ib-tu-tu
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,44,saŋ-ki-ba gal-gal a-ba ib₂-ta-ŋa₂-ŋa₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,45,su₂ im-sag₃ ni₂ su-e bi₂-ib-us₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,46,igi-bi ki-bi-še₃ ba-ni-ib-ŋar
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,47,lugal-ŋu₁₀ kur-re nidba-bi ki-bi-še₃ ba-ab-su
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,48,ur-saŋ a-a-zu-še₃ en₃ mu-e-ši-tar
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,49,dumu {d}en-lil₂-la₂ en a₂ mah-zu-uš ki mu-e-ši-ib₂-kiŋ₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,50,lugal-ŋu₁₀ kalag-ga-zu-še₃ ad mu-e-ši-ib-gi₄
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,51,{d}nin-urta zag-zu ur-saŋ ₁ nu-tuš-a ba-ab-dug₄
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,52,UR.GA-ru-še₃ a₂ mu-e-ši-ib-aŋ₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,53,ur-saŋ nam-lugal-zu tum₃-de₃ tar-tar-ra mu-un-ŋal₂
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,54,{d}nin-urta me abzu-zu šu si sa₂-bi ŋiškim i-im-til₃
c.1.6.2,Ninurta's exploits: a šir-sud (?) to Ninurta,,55,igi im-sag₃-sag₃ ki-tuš im-kur₂-re
