id_text,text_name,version,l_no,text
c.6.1.11,Proverbs: collection 11,,A5,e₂ kišib-ba
c.6.1.11,Proverbs: collection 11,,A6,til₃-la lul-la hul na-an-gu-ul-en
c.6.1.11,Proverbs: collection 11,,A7,ga-am₃ ha-la-zu mu-un-ŋal₂
c.6.1.11,Proverbs: collection 11,,A8,u₂ de₅-de₅-ga kalag-ga-še₃
c.6.1.11,Proverbs: collection 11,,A9,sig₉-ga bar-rim₄-ma mu-un-na-tuš
c.6.1.11,Proverbs: collection 11,,A10,lib-ba teš₂-ba
c.6.1.11,Proverbs: collection 11,,A11,inim-zu ukur₃ hul-a-gin₇ e₂-a hu-mu-e-da-an-til₃
c.6.1.11,Proverbs: collection 11,,A12,aŋ₂ ŋa₂-a-gen₆-nam šem-bi₂ lil₂-e
c.6.1.11,Proverbs: collection 11,,A13,u₃ li₉ bar-šeŋ₃-e he₂-gu₇-e
c.6.1.11,Proverbs: collection 11,,A14,gala-a ma₂ še-ka-ni ha-ba-an-da-su-su
c.6.1.11,Proverbs: collection 11,,A15,bar-rim₄-ma ha-ba-e-ŋen
c.6.1.11,Proverbs: collection 11,,A16,{d}am-an-ki
c.6.1.11,Proverbs: collection 11,,A17,kar-kar
c.6.1.11,Proverbs: collection 11,,A18,
c.6.1.11,Proverbs: collection 11,,A19,
c.6.1.11,Proverbs: collection 11,,A20,
c.6.1.11,Proverbs: collection 11,,A21,
c.6.1.11,Proverbs: collection 11,,A22,X-de₂
c.6.1.11,Proverbs: collection 11,,A23,
c.6.1.11,Proverbs: collection 11,,B1,na-an-ni libir-ra mu-un-kal
c.6.1.11,Proverbs: collection 11,,B2,e₂ {d}en-lil₂-la₂ i₃-du₃ nu-un-til
c.6.1.11,Proverbs: collection 11,,B3,bad₃ nibru{ki} i₃-du₃
c.6.1.11,Proverbs: collection 11,,B4,si-mu-ur-ru{ki} i₃-dab₅ gu₂-bi nu-X-gid₂ šag₄ hul
c.6.1.11,Proverbs: collection 11,,B5,ur₅ na-an-ni šag₄ sig-ga kur-še₃ ba-ra-an-de₆
c.6.1.11,Proverbs: collection 11,,B6,ga-gid₂ mu-da-ku₅-ru
c.6.1.11,Proverbs: collection 11,,B7,šu-bi ba edin
c.6.1.11,Proverbs: collection 11,,B8,gid₂-bi
c.6.1.11,Proverbs: collection 11,,B9,bi₂-in-dug₄ nu-mu-un-gen₆
c.6.1.11,Proverbs: collection 11,,B10,ab-be₂ ab-da-ab-gur
c.6.1.11,Proverbs: collection 11,,B11,in dub₂-dub₂-bu-ra in mu-un-na-an-ŋal₂
c.6.1.11,Proverbs: collection 11,,B12,giri₁₇ ur₅ giri₁₇ mu-un-na-ur₅-e
c.6.1.11,Proverbs: collection 11,,B13,gi₄-in al-tum₄-me na-ab-be₂-e
c.6.1.11,Proverbs: collection 11,,B14,diŋir u₃-mu-un-na-ke₄ hu-mu-dar-dar-e-e-še
c.6.1.11,Proverbs: collection 11,,B15,ugula a₂ ŋiš ŋa₂-ŋa₂ nu-zu saŋ sag₃-ge nu-ŋa₂-ŋa₂
c.6.1.11,Proverbs: collection 11,,B16,a-ša₄ ŋiš-gi-a nam-mu-nu₂-de₃-en
c.6.1.11,Proverbs: collection 11,,B17,peš₂-ŋiš-gi-ke₄ i₃-gu₇-e-en
c.6.1.11,Proverbs: collection 11,,B23,
c.6.1.11,Proverbs: collection 11,,B24,
c.6.1.11,Proverbs: collection 11,,B25,en-nu-uŋ₃
c.6.1.11,Proverbs: collection 11,,B26,ba-ra-gid₂
c.6.1.11,Proverbs: collection 11,,C1,
c.6.1.11,Proverbs: collection 11,,C2,
c.6.1.11,Proverbs: collection 11,,C3,u₂ šah₂
c.6.1.11,Proverbs: collection 11,,C4,niŋ₂ gu
c.6.1.11,Proverbs: collection 11,,C5,igi
c.6.1.11,Proverbs: collection 11,,C6,si nu-e-da-il₂-i
c.6.1.11,Proverbs: collection 11,,C7,a-na-aš-am₃ si il₂-i-de₃-en
c.6.1.11,Proverbs: collection 11,,C8,i₃-du-de₃-en
c.6.1.11,Proverbs: collection 11,,C9,sukud-gin₇
c.6.1.11,Proverbs: collection 11,,C10,il₂-i
c.6.1.11,Proverbs: collection 11,,C11,ab-il₂
c.6.1.11,Proverbs: collection 11,,C12,
c.6.1.11,Proverbs: collection 11,,C13,pa₄-ugur₂-še₃ dug₄-ga
c.6.1.11,Proverbs: collection 11,,C14,nu-DI
c.6.1.11,Proverbs: collection 11,,C15,gir ab-ba saŋ ni₂-ba sal-sal
